text,label
"
    Bank Statement
    Name: Mr. Randy Reyes
    Account #: GB30VNDP18104233781314
    2025-04-06 - Mcdonald-Meyer - $236
2025-03-14 - Montgomery-Garcia - $183
2025-05-01 - Gray-Walker - $88
2025-04-20 - Chavez-Diaz - $121
2025-04-10 - Williams-Smith - $23
    Closing Balance: $2058
    ",bank_statement
"
    Driver's License
    Name: Amber Sanchez
    Address: 2641 Isaac Drive
West Dawn, TX 62658
    DOB: 1993-10-28
    License #: UX730872
    Expiry: 2031-05-14
    ",drivers_license
"
    Health Insurance Card
    Name: Alexander Maldonado
    Policy Number: ru167424897
    Member ID: ba0738e1-d989-4e5c-bef1-9f61bc7d5ab0
    Group #: 3336
    Plan Type: EPO
    Coverage Start Date: 2025-03-28
    Coverage End Date: 2028-01-28
    Issuer: Harris LLC
    ",health_insurance_card
"
    Invoice #: 2847
    Date: 2025-04-28
    Billed To: Matthew Hansen
    Address: USNS Love
FPO AE 26038
    - ready: $424
- son: $328
- music: $178
    Total: $111
    ",invoice
"
    Bank Statement
    Name: Nicholas Miller
    Account #: GB29RUCK46011469159895
    2025-05-05 - Strong-Williams - $249
2025-01-12 - Smith PLC - $259
2025-03-31 - Watson Group - $210
2025-02-03 - Joseph, Morgan and Washington - $221
2025-04-17 - Sanders, Alvarado and Phillips - $241
    Closing Balance: $1373
    ",bank_statement
"
    Driver's License
    Name: Kevin Rose
    Address: 225 Shannon Mount
East Josephville, VA 44179
    DOB: 1999-06-22
    License #: ZQ922831
    Expiry: 2033-05-10
    ",drivers_license
"
    Health Insurance Card
    Name: Catherine Hunter
    Policy Number: hK832163527
    Member ID: f84e67cc-a7af-4aeb-898b-d34f8d359a3a
    Group #: 4231
    Plan Type: HMO
    Coverage Start Date: 2025-04-20
    Coverage End Date: 2029-09-12
    Issuer: Blevins Inc
    ",health_insurance_card
"
    Invoice #: 9769
    Date: 2025-03-18
    Billed To: Tony Harrington
    Address: 7743 Torres Rue Suite 143
Lake Charles, ND 40503
    - beyond: $415
- range: $475
- college: $429
    Total: $832
    ",invoice
"
    Bank Statement
    Name: Austin Schroeder
    Account #: GB89LKUI36050102649045
    2025-01-10 - Montgomery, Dean and Clark - $44
2025-01-31 - Bishop-Ross - $30
2025-02-23 - Becker-Figueroa - $184
2025-01-23 - Duke, Dunn and Rice - $274
2025-04-12 - Dixon-Mendoza - $41
    Closing Balance: $4717
    ",bank_statement
"
    Driver's License
    Name: Kelly Welch
    Address: 62293 Linda Islands
Wilsonchester, DE 57016
    DOB: 1956-10-08
    License #: NS047753
    Expiry: 2027-05-14
    ",drivers_license
"
    Health Insurance Card
    Name: Julian Davidson
    Policy Number: vy710907650
    Member ID: 117a9401-20fc-4159-bcbd-04d2a21c43c4
    Group #: 6789
    Plan Type: EPO
    Coverage Start Date: 2025-01-23
    Coverage End Date: 2030-02-19
    Issuer: Coleman, Bell and Woodward
    ",health_insurance_card
"
    Invoice #: 9205
    Date: 2025-02-06
    Billed To: Daniel Watts
    Address: 4649 Hines Village Suite 458
Port Randallside, MA 66163
    - anything: $461
- marriage: $135
- TV: $110
    Total: $876
    ",invoice
"
    Bank Statement
    Name: Julia Cervantes
    Account #: GB97WWWM20776543846031
    2025-01-21 - Thompson Group - $126
2025-05-06 - Savage Ltd - $56
2025-01-11 - Marshall, Robinson and Brown - $251
2025-01-08 - Davis-Dunn - $81
2025-04-26 - Cook, Ruiz and Lopez - $206
    Closing Balance: $3898
    ",bank_statement
"
    Driver's License
    Name: Kristy Hansen
    Address: Unit 0916 Box 1744
DPO AA 15118
    DOB: 1966-12-11
    License #: TN457773
    Expiry: 2030-01-24
    ",drivers_license
"
    Health Insurance Card
    Name: Jeffrey Delgado
    Policy Number: Qx001513320
    Member ID: a45a9c81-bd31-4b57-bc05-75aa72bb3dae
    Group #: 3358
    Plan Type: EPO
    Coverage Start Date: 2025-01-03
    Coverage End Date: 2027-12-25
    Issuer: Camacho LLC
    ",health_insurance_card
"
    Invoice #: 4358
    Date: 2025-02-13
    Billed To: Ronald Wilson
    Address: USCGC Cardenas
FPO AE 47465
    - program: $165
- create: $237
- face: $128
    Total: $965
    ",invoice
"
    Bank Statement
    Name: Eric Bennett
    Account #: GB64GSYH56972876965665
    2025-01-05 - Ortiz Ltd - $40
2025-01-20 - Gomez Inc - $197
2025-02-11 - Blanchard-Oconnor - $127
2025-03-18 - Good LLC - $115
2025-02-15 - Miller-Powell - $47
    Closing Balance: $1476
    ",bank_statement
"
    Driver's License
    Name: Erin Kelly
    Address: 1153 Danielle Terrace Suite 332
Lake Lauren, MD 04821
    DOB: 2006-09-03
    License #: To202919
    Expiry: 2031-05-04
    ",drivers_license
"
    Health Insurance Card
    Name: Brooke Watkins
    Policy Number: jH962234124
    Member ID: 456a574d-739f-4fa5-9290-644f4db35f33
    Group #: 9815
    Plan Type: PPO
    Coverage Start Date: 2025-01-20
    Coverage End Date: 2029-02-17
    Issuer: Gonzales-Singleton
    ",health_insurance_card
"
    Invoice #: 8803
    Date: 2025-01-11
    Billed To: Richard Brewer
    Address: 2883 Deborah Parkway Apt. 939
East Leslie, DC 12291
    - evidence: $63
- practice: $89
- community: $254
    Total: $590
    ",invoice
"
    Bank Statement
    Name: Diane Smith
    Account #: GB46HVEN98155847811739
    2025-01-19 - Brown Inc - $275
2025-04-18 - Martinez, Wiley and Torres - $279
2025-03-15 - Bruce, Harrington and Nicholson - $46
2025-04-18 - Rogers LLC - $231
2025-03-02 - Swanson-Spencer - $98
    Closing Balance: $4564
    ",bank_statement
"
    Driver's License
    Name: Larry Cole
    Address: 5409 Shelton Villages Apt. 536
Port Malik, CA 81810
    DOB: 2003-05-24
    License #: bW861487
    Expiry: 2033-09-20
    ",drivers_license
"
    Health Insurance Card
    Name: Cheryl Wang
    Policy Number: Zc377194605
    Member ID: f0443068-a993-4956-9789-ce936582c43a
    Group #: 9310
    Plan Type: EPO
    Coverage Start Date: 2025-03-02
    Coverage End Date: 2027-09-03
    Issuer: Bruce Ltd
    ",health_insurance_card
"
    Invoice #: 6026
    Date: 2025-01-26
    Billed To: Kimberly Sharp
    Address: 5921 Joseph Extension Apt. 875
Port William, ND 49868
    - class: $64
- still: $165
- now: $331
    Total: $293
    ",invoice
"
    Bank Statement
    Name: Samantha Baker
    Account #: GB17PVJR54239848765949
    2025-02-22 - Roberts, Cole and Campbell - $157
2025-04-11 - Gonzales-Mitchell - $224
2025-03-08 - Snyder-Gutierrez - $12
2025-04-21 - Powers and Sons - $43
2025-02-10 - Murray, Delgado and Day - $151
    Closing Balance: $3144
    ",bank_statement
"
    Driver's License
    Name: Jacqueline West
    Address: 5967 Mason Square
Wilsonville, WY 21188
    DOB: 1945-02-12
    License #: yu348757
    Expiry: 2032-08-17
    ",drivers_license
"
    Health Insurance Card
    Name: Christina Acevedo
    Policy Number: Px667703429
    Member ID: 1123ab61-8709-4e46-8fee-e77e4b59051f
    Group #: 6256
    Plan Type: POS
    Coverage Start Date: 2025-02-03
    Coverage End Date: 2029-12-30
    Issuer: Holmes and Sons
    ",health_insurance_card
"
    Invoice #: 3572
    Date: 2025-02-21
    Billed To: Virginia Short
    Address: PSC 3827, Box 2273
APO AA 85929
    - other: $43
- paper: $307
- stop: $82
    Total: $379
    ",invoice
"
    Bank Statement
    Name: Joseph Lewis
    Account #: GB18GUBG96184365448148
    2025-03-22 - Bailey-Holloway - $286
2025-04-25 - Parker, Carpenter and Eaton - $208
2025-03-08 - Perez, Gates and Clark - $185
2025-01-08 - Hernandez, Mason and Ball - $195
2025-05-09 - Spencer, Evans and Bishop - $199
    Closing Balance: $3132
    ",bank_statement
"
    Driver's License
    Name: Alisha Kramer
    Address: 12508 Flynn Course Suite 107
Port Mark, GU 26130
    DOB: 1966-12-21
    License #: Rk514629
    Expiry: 2032-12-29
    ",drivers_license
"
    Health Insurance Card
    Name: Justin Taylor
    Policy Number: YW331189940
    Member ID: a649db36-e901-4543-b21f-e055e9648f9d
    Group #: 1195
    Plan Type: POS
    Coverage Start Date: 2025-03-19
    Coverage End Date: 2027-02-25
    Issuer: Hart, Davis and Scott
    ",health_insurance_card
"
    Invoice #: 7787
    Date: 2025-03-26
    Billed To: Andrew Bell
    Address: 29498 Blake Springs Suite 385
Coxton, TX 86447
    - ago: $145
- miss: $407
- play: $456
    Total: $550
    ",invoice
"
    Bank Statement
    Name: Jennifer Kaiser
    Account #: GB81DEIS17801569411374
    2025-01-14 - Williams, Garrett and Moore - $108
2025-02-22 - Graves, Miller and Sutton - $256
2025-03-18 - Fernandez-Collins - $218
2025-04-03 - Matthews-Rios - $213
2025-01-14 - Underwood-Graves - $277
    Closing Balance: $4591
    ",bank_statement
"
    Driver's License
    Name: Cynthia Thomas
    Address: 770 Serrano Via
Jacobshire, SC 33906
    DOB: 1966-05-18
    License #: lc637491
    Expiry: 2033-05-04
    ",drivers_license
"
    Health Insurance Card
    Name: Desiree Wiggins
    Policy Number: Rb929176668
    Member ID: 0d7bcb66-d5ef-4f3b-ae49-e959e2b97074
    Group #: 6711
    Plan Type: EPO
    Coverage Start Date: 2025-01-19
    Coverage End Date: 2026-10-19
    Issuer: Morgan, Parks and Robinson
    ",health_insurance_card
"
    Invoice #: 5824
    Date: 2025-01-30
    Billed To: Michael Kerr
    Address: 967 Lisa Garden
Stevenhaven, NJ 70401
    - identify: $408
- force: $177
- big: $182
    Total: $361
    ",invoice
"
    Bank Statement
    Name: Alison Rowe
    Account #: GB87HFRA09151993800051
    2025-01-01 - Roberts, Clayton and Rojas - $294
2025-03-16 - Webb-Norris - $192
2025-05-12 - Cabrera, Mathews and Perkins - $89
2025-01-25 - Hill LLC - $28
2025-01-09 - Johnson Inc - $156
    Closing Balance: $1546
    ",bank_statement
"
    Driver's License
    Name: Jamie Gentry
    Address: 51402 Richard Lakes Suite 899
Barkerland, KS 03901
    DOB: 1941-04-19
    License #: rA254284
    Expiry: 2035-04-04
    ",drivers_license
"
    Health Insurance Card
    Name: Elizabeth Schultz
    Policy Number: YP269641912
    Member ID: 45574f9b-c2f2-4900-8d1a-70a7238c679a
    Group #: 7039
    Plan Type: EPO
    Coverage Start Date: 2025-02-18
    Coverage End Date: 2027-03-02
    Issuer: Jones and Sons
    ",health_insurance_card
"
    Invoice #: 8409
    Date: 2025-01-13
    Billed To: Elizabeth Williams
    Address: 2105 Horton Brook Suite 257
Port Matthew, PA 80925
    - environment: $402
- here: $469
- executive: $23
    Total: $764
    ",invoice
"
    Bank Statement
    Name: Patricia Aguilar
    Account #: GB26GPSQ18242976709425
    2025-02-22 - Myers, Whitaker and Norris - $131
2025-02-13 - Proctor, Oconnor and Lowe - $112
2025-04-25 - Martin Group - $249
2025-01-23 - Browning, Thomas and Carroll - $208
2025-02-02 - Martin, Phillips and Turner - $268
    Closing Balance: $2640
    ",bank_statement
"
    Driver's License
    Name: Christina Stephens
    Address: 91790 Kelley Mill
Port Cheryl, NH 75265
    DOB: 1990-07-11
    License #: se958694
    Expiry: 2029-10-18
    ",drivers_license
"
    Health Insurance Card
    Name: Lynn Young
    Policy Number: yY020941870
    Member ID: cf38ea9a-245b-4253-b4e9-e3798b4e5173
    Group #: 2503
    Plan Type: HMO
    Coverage Start Date: 2025-04-25
    Coverage End Date: 2029-02-07
    Issuer: Martin Group
    ",health_insurance_card
"
    Invoice #: 8291
    Date: 2025-02-02
    Billed To: Steven Smith
    Address: PSC 9859, Box 5737
APO AP 07272
    - production: $44
- range: $164
- difference: $259
    Total: $707
    ",invoice
"
    Bank Statement
    Name: Janet Burke
    Account #: GB10QZNL45642837101794
    2025-03-24 - Flores LLC - $251
2025-01-28 - Johnson-Robinson - $175
2025-01-06 - Coleman-Miller - $48
2025-05-09 - Maldonado-Bright - $258
2025-03-04 - Parks, Reed and Hoffman - $152
    Closing Balance: $3500
    ",bank_statement
"
    Driver's License
    Name: Theodore Johnson
    Address: 60518 Cunningham Radial
Jessemouth, DE 93446
    DOB: 1947-01-01
    License #: jx287223
    Expiry: 2031-04-07
    ",drivers_license
"
    Health Insurance Card
    Name: Michelle Griffin
    Policy Number: ip097866282
    Member ID: e4d9d179-3278-480e-8cc7-f7fc8f3d608c
    Group #: 6007
    Plan Type: HMO
    Coverage Start Date: 2025-03-12
    Coverage End Date: 2030-01-26
    Issuer: Rodriguez-Hawkins
    ",health_insurance_card
"
    Invoice #: 9243
    Date: 2025-01-29
    Billed To: Jason Cherry
    Address: USNV Brewer
FPO AP 02695
    - pay: $459
- close: $18
- check: $360
    Total: $629
    ",invoice
"
    Bank Statement
    Name: Janice Meyer
    Account #: GB18BNJC24941814780184
    2025-01-27 - Montgomery, Tucker and King - $134
2025-05-09 - Johnson, Salazar and Nguyen - $19
2025-03-20 - Martin PLC - $118
2025-03-15 - Sparks, Camacho and Day - $198
2025-03-15 - Kelley-Hall - $201
    Closing Balance: $2353
    ",bank_statement
"
    Driver's License
    Name: Benjamin Russell
    Address: 4061 Amanda Causeway Apt. 296
Vincentmouth, NM 69374
    DOB: 1987-06-07
    License #: wW980796
    Expiry: 2032-04-11
    ",drivers_license
"
    Health Insurance Card
    Name: Dawn Thomas
    Policy Number: CM229464176
    Member ID: 38699b70-a547-413f-ace1-f96bd699b36d
    Group #: 3414
    Plan Type: HMO
    Coverage Start Date: 2025-01-26
    Coverage End Date: 2030-03-25
    Issuer: Harmon Ltd
    ",health_insurance_card
"
    Invoice #: 7876
    Date: 2025-04-05
    Billed To: Heather Stone
    Address: 65057 Allison Run Apt. 487
South Markmouth, ID 13326
    - central: $356
- candidate: $379
- Mrs: $486
    Total: $972
    ",invoice
"
    Bank Statement
    Name: Daniel Williams
    Account #: GB82TUPZ89124350672395
    2025-03-07 - Le-Perez - $151
2025-04-11 - Webb LLC - $221
2025-05-12 - Mendez LLC - $247
2025-04-01 - Jones-Wilson - $207
2025-02-06 - Vargas, Powers and Garcia - $122
    Closing Balance: $1370
    ",bank_statement
"
    Driver's License
    Name: Anita Orozco
    Address: 67760 Clark Green Suite 291
Keithborough, TX 14215
    DOB: 1995-06-14
    License #: NB393006
    Expiry: 2029-01-21
    ",drivers_license
"
    Health Insurance Card
    Name: Cathy Greer
    Policy Number: pH587294095
    Member ID: 2bdf6328-5065-4a7e-bdac-818b68672f88
    Group #: 4989
    Plan Type: EPO
    Coverage Start Date: 2025-04-28
    Coverage End Date: 2026-06-10
    Issuer: Lara, Anderson and Lopez
    ",health_insurance_card
"
    Invoice #: 7389
    Date: 2025-04-16
    Billed To: Miranda Preston
    Address: 28822 Meredith Flat Suite 609
Jenniferfort, OR 15320
    - sport: $150
- office: $215
- camera: $231
    Total: $353
    ",invoice
"
    Bank Statement
    Name: Rebecca Hamilton
    Account #: GB39RNHB19372193323485
    2025-03-07 - Wood, Reynolds and Mccullough - $281
2025-02-04 - Fuller-Martinez - $42
2025-05-05 - Shaffer, Ward and Jenkins - $261
2025-04-19 - Morrison-Hutchinson - $24
2025-01-12 - Whitney, Graham and Duarte - $261
    Closing Balance: $2704
    ",bank_statement
"
    Driver's License
    Name: Stephanie Russell
    Address: Unit 6148 Box 9484
DPO AE 11237
    DOB: 1988-11-07
    License #: gQ323943
    Expiry: 2029-08-26
    ",drivers_license
"
    Health Insurance Card
    Name: Steven Cunningham
    Policy Number: pM643777798
    Member ID: 230a38dc-a014-413f-bd04-90bcfdd6cd50
    Group #: 9515
    Plan Type: EPO
    Coverage Start Date: 2025-03-04
    Coverage End Date: 2029-03-08
    Issuer: Davis-Guzman
    ",health_insurance_card
"
    Invoice #: 9569
    Date: 2025-04-02
    Billed To: Katherine Anderson
    Address: 76473 King Common
Kathybury, MS 90629
    - production: $328
- tree: $290
- purpose: $480
    Total: $538
    ",invoice
"
    Bank Statement
    Name: Jacob Humphrey
    Account #: GB23FLMY67182543478928
    2025-04-08 - Bentley Inc - $246
2025-03-23 - Roberts, Johnson and Gomez - $197
2025-01-08 - Garcia-Aguilar - $251
2025-01-13 - Burns and Sons - $115
2025-04-13 - Martin Group - $96
    Closing Balance: $3843
    ",bank_statement
"
    Driver's License
    Name: Christina Wallace
    Address: 72761 Singh Forks Suite 508
East Willieview, WV 27066
    DOB: 1982-08-18
    License #: Cv717999
    Expiry: 2033-10-07
    ",drivers_license
"
    Health Insurance Card
    Name: Brooke Rose
    Policy Number: FV764664844
    Member ID: 254569e0-d9a5-4e6b-9b24-ad66e1e8ffc4
    Group #: 4897
    Plan Type: POS
    Coverage Start Date: 2025-03-15
    Coverage End Date: 2026-07-24
    Issuer: Estrada PLC
    ",health_insurance_card
"
    Invoice #: 9464
    Date: 2025-04-25
    Billed To: Jordan Wilcox
    Address: 851 Mark Drive Suite 859
Lake Robert, VT 88032
    - so: $218
- reflect: $327
- war: $398
    Total: $474
    ",invoice
"
    Bank Statement
    Name: Michael Bailey
    Account #: GB20GOQV95914498568328
    2025-02-13 - Jones, Johnson and Lee - $172
2025-01-08 - Goodman, Martinez and Campbell - $66
2025-01-05 - Underwood and Sons - $96
2025-05-06 - Soto Group - $183
2025-01-26 - Baker Inc - $256
    Closing Balance: $1106
    ",bank_statement
"
    Driver's License
    Name: Mrs. Hannah Rodgers
    Address: 1187 Michelle Bypass Apt. 255
Taylorfurt, NM 02439
    DOB: 2003-08-15
    License #: Uo807283
    Expiry: 2035-03-15
    ",drivers_license
"
    Health Insurance Card
    Name: Tracy Wright
    Policy Number: nV848508230
    Member ID: 10fc2f70-0392-4fbd-94f6-8b3ac9508cb3
    Group #: 3852
    Plan Type: EPO
    Coverage Start Date: 2025-01-23
    Coverage End Date: 2027-09-22
    Issuer: Williams-Estrada
    ",health_insurance_card
"
    Invoice #: 8638
    Date: 2025-04-04
    Billed To: Daniel Washington
    Address: PSC 7615, Box 3728
APO AE 22683
    - bag: $251
- professor: $343
- public: $464
    Total: $619
    ",invoice
"
    Bank Statement
    Name: Theresa Oliver
    Account #: GB34PBXB03572129191873
    2025-02-02 - Adams, Mccarty and Lam - $238
2025-03-09 - Lopez, Roberts and Mitchell - $36
2025-05-12 - Montgomery, Miller and Kennedy - $105
2025-01-27 - Swanson, Rivera and Price - $91
2025-03-06 - Smith, Colon and Mueller - $290
    Closing Balance: $2846
    ",bank_statement
"
    Driver's License
    Name: Danny Hawkins
    Address: 71156 Palmer Inlet
East Daniel, MA 37938
    DOB: 1942-07-29
    License #: wq992873
    Expiry: 2027-09-12
    ",drivers_license
"
    Health Insurance Card
    Name: Christy Thompson
    Policy Number: td128071784
    Member ID: 1e4fd8c2-f639-487d-9e36-d839486a9934
    Group #: 7281
    Plan Type: PPO
    Coverage Start Date: 2025-01-09
    Coverage End Date: 2027-05-03
    Issuer: Bennett LLC
    ",health_insurance_card
"
    Invoice #: 8422
    Date: 2025-03-14
    Billed To: Cheyenne Cannon
    Address: 01808 Green Forks
Moorefurt, OK 89866
    - gas: $115
- already: $181
- standard: $448
    Total: $299
    ",invoice
"
    Bank Statement
    Name: Kelly Ali
    Account #: GB14VIMX33307902582884
    2025-04-22 - Richards, Sosa and Cannon - $285
2025-02-24 - Dunlap Ltd - $224
2025-03-22 - Moreno PLC - $16
2025-05-05 - Fischer, Medina and Nelson - $132
2025-03-08 - Hebert-Kent - $268
    Closing Balance: $2521
    ",bank_statement
"
    Driver's License
    Name: Margaret Oconnor
    Address: 655 Christine Drive
Monicaburgh, ND 92666
    DOB: 1963-05-21
    License #: bP381076
    Expiry: 2032-08-04
    ",drivers_license
"
    Health Insurance Card
    Name: Gavin Allen
    Policy Number: vu916815439
    Member ID: 64e60cb9-076f-4954-accd-a14c84fac8f8
    Group #: 1501
    Plan Type: POS
    Coverage Start Date: 2025-02-12
    Coverage End Date: 2029-09-18
    Issuer: Black-Yang
    ",health_insurance_card
"
    Invoice #: 3363
    Date: 2025-02-04
    Billed To: Christian Goodwin
    Address: 884 Doyle Parkway Suite 815
Ruizland, DE 62232
    - home: $391
- although: $460
- reach: $144
    Total: $866
    ",invoice
"
    Bank Statement
    Name: Kelsey Wilson
    Account #: GB38SROU66513253431888
    2025-05-10 - Anderson Ltd - $149
2025-02-23 - Graham Ltd - $33
2025-03-24 - Coleman and Sons - $181
2025-05-04 - Baldwin-Frye - $224
2025-02-01 - Lopez, Bailey and Bean - $124
    Closing Balance: $1446
    ",bank_statement
"
    Driver's License
    Name: Mr. Adam Russell
    Address: 176 Tammy Roads Suite 928
Fritzland, WA 17039
    DOB: 1979-10-06
    License #: Pu760697
    Expiry: 2027-12-12
    ",drivers_license
"
    Health Insurance Card
    Name: Alicia Lewis
    Policy Number: fg632164725
    Member ID: 14ec0553-2b9c-4dbc-8d7b-81c960f5abf1
    Group #: 8962
    Plan Type: EPO
    Coverage Start Date: 2025-04-07
    Coverage End Date: 2028-07-13
    Issuer: Garcia, Nguyen and Garrett
    ",health_insurance_card
"
    Invoice #: 9461
    Date: 2025-02-27
    Billed To: Joshua Jackson
    Address: 938 Leslie Brooks
South Tiffany, NJ 92848
    - section: $100
- card: $299
- role: $485
    Total: $924
    ",invoice
"
    Bank Statement
    Name: Eric Watson
    Account #: GB16INEM86274669587351
    2025-04-03 - Chang Inc - $39
2025-03-02 - Ramirez, Gallegos and Knox - $244
2025-04-19 - Mata LLC - $222
2025-02-06 - Solis and Sons - $187
2025-02-27 - Martinez LLC - $281
    Closing Balance: $3840
    ",bank_statement
"
    Driver's License
    Name: Michael Fernandez
    Address: 4019 Kristen Crossroad
East Keithmouth, WA 87777
    DOB: 2003-02-10
    License #: Sw515314
    Expiry: 2034-12-24
    ",drivers_license
"
    Health Insurance Card
    Name: Patricia Vaughn
    Policy Number: my540776790
    Member ID: 2bfaaefa-9b20-41e3-aa74-30e3871c0720
    Group #: 1586
    Plan Type: HMO
    Coverage Start Date: 2025-03-25
    Coverage End Date: 2029-12-22
    Issuer: Hinton LLC
    ",health_insurance_card
"
    Invoice #: 6083
    Date: 2025-02-05
    Billed To: Ryan Simon
    Address: 3318 Donna Harbor
New Garybury, NC 77855
    - measure: $260
- social: $170
- set: $254
    Total: $114
    ",invoice
"
    Bank Statement
    Name: Kelsey Collins
    Account #: GB23COYN96327921070059
    2025-02-02 - Peterson, Nunez and Martinez - $139
2025-03-14 - Harris and Sons - $106
2025-01-30 - Stafford Group - $190
2025-04-13 - Ayala, Scott and Medina - $86
2025-02-04 - Brandt-Powell - $166
    Closing Balance: $1743
    ",bank_statement
"
    Driver's License
    Name: Stephen Porter
    Address: 4256 Annette Mews Apt. 516
Sherryside, AK 01087
    DOB: 1972-08-23
    License #: bn835698
    Expiry: 2033-11-13
    ",drivers_license
"
    Health Insurance Card
    Name: Rhonda Cook
    Policy Number: TX823907190
    Member ID: 697ee189-2156-4ba5-8236-309728239fda
    Group #: 6708
    Plan Type: EPO
    Coverage Start Date: 2025-01-15
    Coverage End Date: 2027-04-09
    Issuer: Johnson, White and Hughes
    ",health_insurance_card
"
    Invoice #: 4899
    Date: 2025-04-15
    Billed To: John Lambert
    Address: 17024 Brad Turnpike Apt. 456
New Judithview, PR 03511
    - fly: $153
- shoulder: $199
- he: $174
    Total: $101
    ",invoice
"
    Bank Statement
    Name: Jack Davis
    Account #: GB26CCME79619930158809
    2025-02-17 - Shah Inc - $292
2025-03-23 - Morgan, Tucker and Chavez - $93
2025-04-25 - Thompson Ltd - $10
2025-04-15 - Romero, Daniels and Davis - $197
2025-01-14 - Burns-Brown - $237
    Closing Balance: $1506
    ",bank_statement
"
    Driver's License
    Name: Sonia Wright
    Address: Unit 2345 Box 0430
DPO AA 18976
    DOB: 1957-09-29
    License #: JR596891
    Expiry: 2032-03-25
    ",drivers_license
"
    Health Insurance Card
    Name: Barbara Torres
    Policy Number: ci545486944
    Member ID: 689420cb-3106-4388-9fa5-31ad22e1bc11
    Group #: 2861
    Plan Type: HMO
    Coverage Start Date: 2025-02-16
    Coverage End Date: 2026-06-14
    Issuer: Johnston Inc
    ",health_insurance_card
"
    Invoice #: 4568
    Date: 2025-05-10
    Billed To: John Murphy
    Address: 425 Fowler Dale
East Ralphville, MD 49894
    - candidate: $15
- up: $13
- science: $256
    Total: $173
    ",invoice
"
    Bank Statement
    Name: Danielle Mendez
    Account #: GB54XBFC99470363494936
    2025-02-25 - Olson, Sanders and Gutierrez - $147
2025-01-16 - Lewis-Fisher - $213
2025-03-23 - Walker and Sons - $94
2025-02-26 - Weiss, Taylor and Moreno - $89
2025-02-07 - Caldwell-Hunter - $274
    Closing Balance: $3716
    ",bank_statement
"
    Driver's License
    Name: Jessica Brown
    Address: 720 Lewis Lakes
Port Ericshire, NJ 35796
    DOB: 1961-11-29
    License #: VB490446
    Expiry: 2029-08-08
    ",drivers_license
"
    Health Insurance Card
    Name: Elizabeth Phillips
    Policy Number: pM976490255
    Member ID: 2d8a5581-25ad-4910-aae3-ecaac51563e4
    Group #: 7453
    Plan Type: POS
    Coverage Start Date: 2025-01-29
    Coverage End Date: 2026-12-22
    Issuer: Glenn-Cook
    ",health_insurance_card
"
    Invoice #: 7946
    Date: 2025-05-10
    Billed To: David Acevedo
    Address: 9432 White Common
Jamestown, KS 14843
    - always: $482
- western: $257
- notice: $373
    Total: $572
    ",invoice
"
    Bank Statement
    Name: Wayne Pittman
    Account #: GB70HUVA81140567450381
    2025-04-20 - Edwards, Coleman and Thornton - $38
2025-03-30 - Gamble-Gaines - $187
2025-01-24 - Martin-Warren - $231
2025-04-14 - Neal, Gonzalez and Payne - $141
2025-02-20 - Mcdonald Inc - $24
    Closing Balance: $4822
    ",bank_statement
"
    Driver's License
    Name: Steven Yang
    Address: 85447 Allison Dam Apt. 869
West Michelle, MI 08636
    DOB: 1974-11-14
    License #: OY592385
    Expiry: 2030-05-25
    ",drivers_license
"
    Health Insurance Card
    Name: Brian Kerr
    Policy Number: Vy090933331
    Member ID: 820d1a4e-fdc5-4e43-89fd-af77558b9397
    Group #: 9247
    Plan Type: EPO
    Coverage Start Date: 2025-02-21
    Coverage End Date: 2026-09-22
    Issuer: Snyder, Williams and Butler
    ",health_insurance_card
"
    Invoice #: 1067
    Date: 2025-05-03
    Billed To: Jose Patterson
    Address: PSC 6825, Box 0394
APO AE 48406
    - free: $443
- simply: $196
- many: $193
    Total: $737
    ",invoice
"
    Bank Statement
    Name: John Ramos
    Account #: GB23XYZU66866461507639
    2025-03-22 - Wilkinson, Meadows and Stevens - $237
2025-03-12 - Lester-Thompson - $287
2025-04-28 - Lee-Berry - $158
2025-05-04 - Diaz LLC - $23
2025-02-01 - Boyer PLC - $222
    Closing Balance: $4316
    ",bank_statement
"
    Driver's License
    Name: Carrie Mercado
    Address: 23556 John Creek Suite 730
Hopkinsshire, MS 35045
    DOB: 1963-05-26
    License #: Yh779358
    Expiry: 2035-04-27
    ",drivers_license
"
    Health Insurance Card
    Name: Katherine Miller
    Policy Number: Kt898548073
    Member ID: f114fa3a-40f5-46c1-8617-71603ddb92b6
    Group #: 6437
    Plan Type: HMO
    Coverage Start Date: 2025-01-16
    Coverage End Date: 2028-10-16
    Issuer: Henry Ltd
    ",health_insurance_card
"
    Invoice #: 5051
    Date: 2025-01-20
    Billed To: Tracey Hill
    Address: 432 Emily Lane
East Jordan, MA 75934
    - international: $181
- eat: $234
- several: $303
    Total: $954
    ",invoice
"
    Bank Statement
    Name: Tyler Rodriguez
    Account #: GB28SVAT26249638512463
    2025-03-31 - Coleman, Maxwell and Brown - $45
2025-01-09 - Jackson LLC - $24
2025-01-19 - Guerra, Sanders and Gould - $61
2025-04-14 - Cooke-Sanders - $95
2025-05-04 - Rodriguez, Flowers and Gonzalez - $291
    Closing Balance: $1670
    ",bank_statement
"
    Driver's License
    Name: Randy Smith
    Address: 560 Brown Field Suite 165
Lake Jamesland, ME 23438
    DOB: 1991-11-14
    License #: bs315467
    Expiry: 2030-04-14
    ",drivers_license
